scenario_id,task_id,time_range,moving_object,sweep_region,checked_against,collision_risk,status,notes
pick_failure_test,TASK-7B1-053,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[-10.0,-10.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.332,gripper_tcp_and_tube_proxy,"x[-35.0,0.0] y[-10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-053,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.852,gripper_tcp_and_tube_proxy,"x[0.0,180.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[-120.0,-120.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-053,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.24,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[-10.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-10.0,-10.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.29,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[-10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-054,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-054,segment_duration_s=1.224,gripper_tcp_and_tube_proxy,"x[0.0,330.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[-120.0,-120.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-054,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.318,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[-10.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-10.0,-10.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.343,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[-10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-055,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.727,gripper_tcp_and_tube_proxy,"x[0.0,180.0] y[20.0,60.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[60.0,60.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-055,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.388,gripper_tcp_and_tube_proxy,"x[0.0,65.0] y[-10.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-10.0,-10.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.405,gripper_tcp_and_tube_proxy,"x[0.0,65.0] y[-10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-056,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-056,segment_duration_s=1.501,gripper_tcp_and_tube_proxy,"x[0.0,455.0] y[20.0,35.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[35.0,35.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-056,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.377,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[0.0,15.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[15.0,15.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[15.0,15.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[15.0,15.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.372,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[15.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-057,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.909,gripper_tcp_and_tube_proxy,"x[0.0,205.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[-120.0,-120.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-057,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.252,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[0.0,15.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[15.0,15.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[15.0,15.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[15.0,15.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.232,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[15.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-058,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-058,segment_duration_s=1.29,gripper_tcp_and_tube_proxy,"x[0.0,355.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[-120.0,-120.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-058,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.261,gripper_tcp_and_tube_proxy,"x[0.0,15.0] y[0.0,15.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[15.0,15.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[15.0,15.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[15.0,15.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.245,gripper_tcp_and_tube_proxy,"x[0.0,15.0] y[15.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-059,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-059,segment_duration_s=1.583,gripper_tcp_and_tube_proxy,"x[-395.0,0.0] y[20.0,300.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[-395.0,-395.0] y[300.0,300.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[-395.0,-395.0] y[300.0,300.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-059,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[-395.0,-395.0] y[300.0,300.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.322,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[0.0,15.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[15.0,15.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[15.0,15.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[15.0,15.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.315,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[15.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-060,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.797,gripper_tcp_and_tube_proxy,"x[0.0,205.0] y[20.0,60.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[60.0,60.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-060,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.406,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[0.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[40.0,40.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.381,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[20.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-061,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
